PCA1,PCA2,Predicted,True
872.778,334.2979,no,no
-792.701,15.724596,no,no
2000.7256,-1347.3944,no,no
-146.18243,-983.94507,no,no
111.379585,-1456.0642,no,no
-1989.0398,-911.04,no,no
1239.3613,-839.86505,no,no
30.453802,66.48225,stop,no
-876.3675,39.483154,no,no
433.20184,-52.96149,no,no
-2034.3318,-1804.067,down,no
-703.4002,-1624.213,no,no
-635.75665,356.05533,no,no
-233.99493,-92.564415,no,no
318.20477,-976.61255,no,no
-659.4554,-1782.5288,no,no
-1026.093,59.919262,down,no
204.06952,-564.7554,no,no
1982.5361,707.0937,no,no
-424.3797,76.503075,go,no
-178.61798,1051.7201,no,no
-1172.3953,110.02883,no,no
-1470.6833,2184.836,no,no
598.6667,1261.516,no,no
3533.5188,-359.38153,no,no
424.15448,-909.82806,no,no
2096.3022,-242.9129,no,no
-877.79083,108.4133,left,no
398.97528,-934.50696,no,no
1362.7637,-217.17621,no,no
925.63104,-26.79708,no,no
-474.65753,1946.5627,no,no
642.841,-1041.4257,no,no
-1571.8259,723.422,no,no
91.10175,97.34892,no,no
-1287.2302,-194.97165,no,no
1236.8757,69.73231,no,no
-237.88995,-2067.8496,no,no
-2739.8616,-118.25916,no,no
-1798.6272,1742.6702,no,no
-44.594536,44.96733,down,no
-675.48956,1980.2013,no,no
-932.6429,-616.0601,no,no
-1012.6912,-911.37494,no,no
1352.6997,39.43294,no,no
658.66034,122.885994,right,no
1001.7111,-181.54843,no,no
-384.4427,398.19016,no,no
1407.5916,-237.72525,no,no
-1796.4465,1089.2524,no,no
1183.8376,64.190445,stop,no
-71.69366,-10.3244,right,no
-1163.4553,-505.6433,no,no
-3163.3416,-1678.8728,no,no
3518.0627,-381.06564,no,no
-69.372856,-673.45703,no,no
-136.77277,-1032.034,no,no
-1075.8054,-1903.6746,no,no
-14.071588,1019.6771,no,no
1710.4727,94.10196,up,no
1178.697,98.80334,up,no
2099.9214,49.581135,right,no
1086.2012,-670.0049,no,no
719.142,79.475334,no,no
1943.4622,-824.01587,no,no
-599.4798,1309.3383,no,no
-2145.158,-1768.9991,no,no
-1989.0398,-911.04,no,no
17.438665,55.739677,no,no
-67.13897,1033.514,no,no
18.824896,-413.98535,no,no
564.331,-1099.0402,no,no
1342.4983,218.18965,no,no
311.0207,-1211.4578,no,no
-377.1048,-1784.6786,down,no
-331.6551,-965.59143,no,no
1764.3516,975.09644,no,no
714.2651,-328.09723,no,no
699.1652,1732.1265,no,no
-3860.01,-20.349783,up,no
439.87665,1368.8212,down,no
-1920.8103,449.01385,no,no
-1049.7966,-1354.9851,no,no
-633.3011,-414.6278,no,no
1379.0071,1083.9551,no,no
51.274117,1364.953,no,no
-1718.4543,-604.8611,no,no
656.7922,1030.101,no,no
-947.5711,-1260.2931,no,no
1307.4648,-2261.2368,no,no
817.9743,-1085.2208,no,no
1914.7517,-979.3844,no,no
939.7575,1245.8237,no,no
-160.0838,-197.33731,no,no
-251.4632,-934.5359,no,no
-2966.992,0.1060661,up,no
-2283.7708,-1610.792,no,no
-855.85724,-695.7505,no,no
-1221.4817,1682.6323,no,no
608.0546,-164.88205,no,no
-555.6873,-947.9155,no,no
82.19453,197.4185,no,no
-46.032036,85.400925,right,no
-163.26447,480.03152,no,no
906.8693,1643.2749,no,no
-1.9495173,-1162.575,no,no
1212.6289,-1041.6736,no,no
-1522.7947,-530.7768,no,no
36.825386,357.0037,no,no
404.95673,-1481.1022,no,no
325.8908,-759.4494,go,no
-2279.2878,-1281.4203,no,no
1762.9534,-767.44495,no,no
1122.3025,-1478.4006,no,no
2018.8281,506.15814,no,no
1665.8005,59.43407,no,no
101.88984,93.799416,up,no
384.51337,-190.3118,no,no
-956.7205,-16.895918,no,no
614.3608,1115.2653,no,no
-43.887505,1926.7308,no,no
-1763.6917,810.28625,no,no
-663.8304,-1890.0675,no,no
651.97797,1864.079,down,no
-807.5008,-793.6818,no,no
2872.9216,-93.776375,no,no
-288.80157,1035.0453,no,no
141.26288,1128.855,no,no
-1253.4558,540.739,no,no
879.6462,434.9454,no,no
-1443.0349,1594.3861,no,no
1830.175,393.15442,down,no
-1931.9504,-66.49575,down,no
-1396.5344,-1759.9667,no,no
-668.95636,-838.0008,no,no
-2951.0251,-1236.104,no,no
-906.3128,-786.8924,go,no
-176.72882,2213.694,no,no
567.46796,1825.6079,no,no
-1705.3528,-1293.0676,no,no
-737.9222,1479.0547,no,no
660.88617,1173.3218,no,no
1164.6709,44.630756,no,no
255.27509,-246.03748,no,no
204.4953,432.478,no,no
1356.8188,-878.05914,no,no
299.60175,1160.4163,no,no
-1336.3005,-974.5664,no,no
1060.654,161.07042,no,no
785.4057,-541.8909,no,no
-1856.6145,-325.4178,no,no
-1825.9846,-1732.1539,no,no
996.6037,79.95716,yes,no
-536.82745,1956.6062,no,no
-1659.4944,629.44867,no,no
-662.9378,1802.0332,no,no
-1697.4382,1700.3568,no,no
2721.3557,-412.82715,no,no
-870.9378,1435.949,no,no
-419.46124,110.18545,no,no
-2179.8748,-170.51361,no,no
-2076.786,2420.9448,down,no
-909.8465,-600.6349,no,no
-2022.6179,-77.935646,no,no
1442.4031,-1016.77734,no,no
-593.38605,1759.1643,no,no
-674.8719,1172.1415,no,no
-2172.3484,-418.3369,no,no
355.59003,-1162.5591,no,no
1422.5315,1019.43604,right,no
-898.76447,544.14545,down,no
-286.68878,1888.8911,no,no
886.9565,248.57939,left,no
-1870.783,-84.64973,no,no
1982.7471,-253.6127,no,no
425.1125,1325.7654,no,no
2078.8694,-215.7319,no,no
886.446,33.65125,go,no
613.4914,-1157.9878,no,no
-547.909,-501.19226,no,no
556.392,85.11001,go,no
-453.61212,-995.2771,no,no
678.8532,249.63367,no,no
-843.27765,66.67097,no,no
-328.29034,-1211.6586,no,no
1752.489,-1087.533,no,no
1.057807,68.149574,stop,no
-1140.3826,-236.09787,no,no
-1990.1257,1920.5096,no,no
-1063.0554,39.221733,no,no
-1789.1365,1355.2664,no,no
1869.0884,77.49534,no,no
-853.46027,-717.37146,down,no
1560.6577,-816.7959,no,no
-25.671686,-260.50073,no,no
247.15594,-1129.332,no,no
479.3117,602.2779,no,no
-588.7264,2209.0576,no,no
-410.1292,376.3621,no,no
-1607.8064,-1623.6411,no,no
-2323.7888,1370.6411,no,no
-667.9803,-1749.0706,no,no
-705.9051,-137.941,no,no
-819.6219,-1292.2974,no,no
721.3654,510.95636,no,no
-1392.7009,-987.8457,no,no
468.30634,46.850006,no,no
-700.0008,1443.793,no,no
-694.5994,-1143.7534,no,no
-91.29473,1181.84,no,no
943.9174,-356.48187,no,no
293.01483,1287.1462,no,no
96.72285,1452.8019,no,no
-1480.113,-121.81657,no,no
1495.3794,-689.4648,no,no
-379.27716,298.15482,no,no
662.17694,-1070.4373,no,no
-786.825,389.36755,no,no
-2373.3328,-1815.0638,no,no
1879.4402,-389.71042,no,no
998.3239,-750.2235,no,no
301.175,900.3409,no,no
517.09393,-456.19873,no,no
-904.03156,-1280.1852,no,no
-441.95538,-473.48218,no,no
688.0219,-584.4015,no,no
-2105.612,-1975.5966,no,no
431.92645,1681.0682,no,no
-1095.1311,-1033.0531,no,no
-680.16437,39.35195,down,no
-412.8553,592.9879,no,no
2133.8716,6.0329614,no,no
-19.538385,-1131.8428,no,no
-191.50763,-1427.8163,go,no
-527.51544,1259.7207,down,no
-185.63263,714.9121,no,no
175.14178,1892.6453,no,no
-226.55109,1705.9357,no,no
1700.668,288.774,no,no
192.26385,-512.696,down,no
-507.4085,-1281.1625,no,no
1478.8123,1137.5338,no,no
-1195.1804,-1205.0017,no,no
329.79266,-1546.253,go,no
2042.6626,4.5161843,no,no
-2371.4255,-241.199,no,no
-26.955866,-1419.8584,no,no
-1597.5652,488.6786,no,no
-473.51105,26.860872,no,no
-225.05011,2249.8794,no,no
-2862.597,2328.4497,no,no
933.2929,772.5885,no,no
-3419.5466,1110.3002,no,no
116.74531,-738.2791,no,no
951.20306,-482.86096,no,no
2847.98,642.7306,no,no
-708.17267,428.43875,no,no
1710.6467,-995.0558,no,no
1929.1409,-820.90625,no,no
29.072454,41.911396,right,no
2916.9607,-434.90253,no,no
-2128.6165,-1859.8082,no,no
-371.43585,2083.6165,no,no
-472.6673,-1785.2815,no,no
71.820015,79.95934,right,no
941.4296,74.92903,no,no
351.9743,1354.7012,no,no
-1037.4656,-532.5295,go,no
-260.5135,-1913.0939,no,no
1405.0349,-563.6605,no,no
-299.3626,1532.6417,no,no
-593.33234,59.261143,no,no
-1230.5842,-803.91345,no,no
1718.6855,-234.54092,no,no
1516.6018,-430.1728,no,no
2003.126,-1138.6309,no,no
346.58612,-219.47632,no,no
-432.18292,1068.2832,no,no
-1543.3298,-1314.4159,no,no
503.24603,-796.9902,no,no
858.2619,-703.3021,no,no
-246.8631,1729.4484,no,no
-569.3675,1752.4348,no,no
-938.3802,-1589.1906,no,no
651.61127,404.09824,no,no
1048.9485,57.704647,up,no
93.99238,-1389.3524,no,no
987.767,273.04425,no,no
315.90643,-387.46283,no,no
-269.12433,69.156815,go,no
299.67108,-455.511,no,no
161.72919,1741.7521,no,no
1061.7961,85.956726,no,no
296.34247,-1047.0494,no,no
126.77558,-492.38562,down,no
-2923.3787,206.27335,no,no
-1079.5403,-1605.5692,no,no
-694.09064,1932.4291,no,no
556.28485,-868.0772,no,no
684.92914,-1442.7651,no,no
79.075874,-208.38959,no,no
-1542.4377,-1471.0928,no,no
-3244.6013,-1065.9366,no,no
1726.0156,-146.17717,go,no
-1200.8103,-47.961796,no,no
421.18378,-499.04492,no,no
-1330.8108,1070.7595,no,no
-735.23175,-184.63245,no,no
-1319.7385,-275.78912,down,no
-917.9173,263.5867,no,no
2813.2156,-190.40442,no,no
-1322.596,25.484697,no,no
362.49628,-821.77264,no,no
576.1462,673.2961,no,no
-1009.33966,631.8499,no,no
-3026.7146,-518.99255,no,no
385.37128,-1522.9133,no,no
-98.78106,68.399254,down,no
1279.1162,897.66064,no,no
-501.48175,1386.8792,no,no
656.0583,-336.54874,no,no
-661.34845,-995.95044,no,no
750.18036,-1243.3458,no,no
-1169.866,-1566.2423,down,no
-811.8304,99.27747,no,no
304.56415,1191.5135,no,no
236.99823,-449.2843,no,no
1194.2986,-687.1244,no,no
1132.9739,-760.3089,no,no
-1368.4324,1034.0262,no,no
717.0361,730.2583,down,no
-795.44904,267.87357,no,no
-1224.8328,1295.8763,no,no
-2140.7502,1011.4038,no,no
760.0527,-1601.4572,no,no
385.13348,-1401.4785,no,no
-446.2127,-1410.7736,no,no
-240.40753,108.150536,go,no
141.73407,-1518.9713,no,no
2968.8442,72.09005,no,no
-1179.614,-1292.3828,no,no
479.56708,-820.5003,no,no
493.80707,-568.91675,no,no
-314.14728,-1536.8448,no,no
-762.825,275.3703,no,no
543.4965,2116.7273,no,no
-221.74542,-1357.6597,no,no
-611.5257,-116.37881,no,no
420.86786,61.689625,down,no
53.541695,-1461.4486,down,no
73.3083,75.5764,no,no
-2271.7493,-832.8359,no,no
814.71185,-763.39374,no,no
417.8874,-1128.77,no,no
2112.3152,-124.03509,no,no
-2475.7913,-724.4469,no,no
2394.3337,69.87591,down,no
-510.48126,1075.186,no,no
690.4992,-859.2912,down,no
45.069527,1216.0597,no,no
109.956245,107.93066,no,no
989.92523,1715.1425,no,no
-1840.635,1529.3617,no,no
-863.4388,-889.9992,no,no
154.39081,2191.7566,no,no
364.0993,-522.18896,no,no
-1125.9353,-769.04486,no,no
-1187.9387,1308.2957,no,no
31.735052,1419.4901,no,no
1124.7522,1382.9008,no,no
575.0324,1287.7227,go,no
-595.81915,231.22934,no,no
-1623.3821,289.46692,no,no
16.723333,4.6479135,no,no
-1950.5427,-907.0033,no,no
120.21259,-892.47034,no,no
1846.5024,-479.44952,no,no
841.2819,70.25348,stop,no
-440.97443,-1289.2628,no,no
-1879.4026,41.01978,no,no
1014.0451,117.61629,no,no
-191.58429,-814.62897,no,no
2187.3828,1072.3279,no,no
-394.9422,2018.8289,no,no
-1163.5706,-1554.6533,no,no
17.503607,-916.7185,no,no
148.13495,-870.979,no,no
-1159.1516,-657.9276,no,no
-436.89337,-1138.9011,no,no
55.305367,-537.05585,no,no
73.4416,-1498.829,no,no
-663.80304,1618.7338,no,no
-1450.4939,107.72763,no,no
309.7541,1354.0366,no,no
-953.17316,-1587.877,no,no
-122.24932,1338.3705,no,no
-830.0291,152.91034,no,no
1221.8923,-411.97864,no,no
-206.8963,-730.3882,no,no
-882.48175,-968.07983,no,no
112.63935,1726.606,no,no
68.723335,-1779.5906,no,no
250.76923,-604.38226,no,no
2533.0256,-255.95215,no,no
-94.92315,819.2016,no,no
-1504.0696,21.574518,no,no
319.02264,1385.6354,no,no
-694.09064,1932.4291,no,no
718.11005,-344.37357,no,no
-1109.263,1199.4277,no,no
609.76263,57.729557,no,no
-285.1507,-1184.0248,no,no
-144.74591,1243.4834,no,no
-750.49884,-249.51581,no,no
-2371.3127,-2000.6239,no,no
-723.95245,-1217.8092,no,no
1238.8062,64.68476,yes,no
189.56317,195.79369,no,no
1623.5051,-600.6192,no,no
538.3349,2039.5719,no,no
295.98602,1421.984,no,no
251.04657,-566.9625,no,no
-457.01886,-894.8247,no,no
-2150.256,1384.8601,no,no
-340.0633,-944.26196,no,no
-1204.4192,797.2778,no,no
314.4626,-207.25143,no,no
-443.42413,2499.2332,no,no
292.68915,-450.8244,no,no
1808.7373,-274.95007,go,no
-799.46515,129.47623,no,no
-927.9178,58.90471,down,no
2710.5237,262.8799,no,no
804.9643,694.7972,no,no
-1078.5378,-576.0039,go,no
724.7575,-578.2044,no,no
-1253.7014,680.7876,no,no
-848.63605,1630.8573,no,no
-1056.6741,256.45523,no,no
1861.4702,1378.7693,no,no
-531.2835,411.57034,no,no
-1480.9705,114.31034,up,no
-365.75812,1052.2125,no,no
799.5163,113.505684,no,no
-453.49298,-1395.5524,no,no
1557.3833,-1179.2607,no,no
-1609.0203,-899.88904,no,no
-383.9046,667.9994,no,no
-427.7166,1331.6147,no,no
-363.45636,-976.9335,no,no
-516.8035,1990.5446,no,no
2075.3018,-1678.3867,no,no
-1382.2161,1775.1217,down,no
739.1674,-496.63647,down,no
405.88397,188.9546,no,no
633.695,-159.9627,no,no
-486.63654,-766.9765,no,no
-442.9046,-1032.2482,no,no
991.5722,-1158.8147,right,no
-865.0667,27.057734,no,no
-1642.3625,-725.5063,no,no
-669.1326,-32.543797,down,no
-206.08673,787.3857,no,no
1285.3606,1112.5359,no,no
-114.92315,589.1606,down,no
-975.39825,-1024.4669,no,no
-1399.2595,-1719.3573,no,no
372.06464,1397.6097,no,no
-383.9256,1709.238,no,no
-2184.3064,7.500132,up,no
-1801.5349,-20.470434,no,no
-934.51447,-518.1235,no,no
-178.12726,1071.2825,no,no
-3148.9465,616.1563,no,no
-3133.3948,-597.542,no,no
216.44403,-1594.6941,no,no
353.49677,946.1415,no,no
-7.2551813,-1460.6328,no,no
576.34174,66.73127,no,no
-394.20978,827.9998,no,no
-692.2547,-765.05756,no,no
693.58636,49.21864,go,no
-1306.383,-1216.9784,go,no
800.78925,-1063.0996,no,no
-725.01495,-606.37164,no,no
-456.3299,1459.4017,no,no
-317.0672,-736.72253,no,no
229.72675,58.125233,no,no
3221.5842,117.71274,no,no
-128.61115,-1378.9622,no,no
-220.09943,-1474.541,no,no
542.4277,-1755.5651,no,no
-853.8123,-1467.2521,no,no
-404.62433,-440.85974,no,no
-2225.7634,996.23944,no,no
-274.01007,-810.12494,no,no
-647.84406,178.75113,left,no
-264.36798,1737.1526,no,no
-800.0467,27.258692,no,no
-813.13165,70.321655,no,no
127.268745,-171.56839,no,no
3261.146,121.78285,no,no
197.19257,94.502625,no,no
591.3703,-526.13464,no,no
476.1667,-310.35947,no,no
-1991.4163,33.176777,down,no
-779.14874,1381.0668,no,no
-1511.4192,-891.5468,no,no
3220.5356,-319.14532,no,no
161.62567,231.76366,no,no
-618.53937,1242.7211,no,no
-558.6468,-1461.7283,no,no
272.9455,774.80334,no,no
-565.0306,1957.3197,no,no
546.8398,-924.61414,no,no
387.40546,288.87997,no,no
48.440132,-607.58325,no,no
-1211.3025,-158.61472,down,no
107.76142,948.01135,no,no
1037.8889,-1148.029,down,no
1165.3677,104.63243,go,no
103.23603,931.58264,no,no
-1361.0657,-742.82404,no,no
-170.70929,-329.83755,no,no
-650.6922,728.1504,no,no
-46.105278,207.26797,no,no
-832.86945,1423.4045,no,no
1330.4597,967.8418,no,no
909.4135,-653.5501,no,no
-920.9222,-8.912367,no,no
-281.66095,-821.60126,no,no
-1573.2971,-394.8846,no,no
2399.7903,108.82415,down,no
169.52411,-1348.949,no,no
1077.2407,-1387.7605,down,no
-1814.324,42.67592,no,no
-1028.1135,-1175.9695,no,no
980.091,-484.2791,no,no
-1212.7688,83.53393,no,no
-277.96515,585.49695,no,no
-205.29474,874.5387,no,no
-92.69903,-1366.7263,no,no
-328.38263,-27.529806,no,no
-316.54523,-1024.8475,no,no
-340.7879,2046.5524,no,no
630.7778,-155.4957,no,no
-1756.5417,-196.93958,up,no
-611.9129,225.11716,left,no
-2339.1287,1293.7772,no,no
-348.40363,609.71185,no,no
-1443.0486,376.5856,no,no
-836.5804,1689.8452,no,no
-730.1136,647.90485,no,no
-2322.5496,1200.9755,no,no
-907.4998,-666.6017,no,no
1798.5244,-315.45407,no,no
-828.85675,-968.41833,no,no
-2251.5276,784.0553,no,no
540.63885,1762.9912,no,no
1187.9497,76.217606,down,no
-754.7259,1866.0167,no,no
1048.8474,703.0662,no,no
-1038.6194,1445.5714,no,no
-1536.3508,1511.1487,no,no
-1171.9026,1903.9432,no,no
1067.0002,-426.4455,no,no
-348.65265,-148.3189,no,no
7.998725,-81.96107,no,no
2163.1624,-538.55225,no,no
-3211.341,34.478024,right,no
-131.72687,1835.8257,no,no
-414.19415,-919.9387,no,no
-290.77228,86.96732,no,no
890.2165,-1063.2905,no,no
167.01923,-928.641,no,no
270.77704,-756.30664,no,no
465.3708,-557.24677,no,no
-485.9334,30.680544,up,no
1399.6133,636.5408,no,no
-3494.8132,1626.1506,no,no
-1069.3176,-149.50958,no,no
1956.6213,-1260.1808,no,no
-683.3851,1060.4637,down,no
-1560.1833,-1764.6193,no,no
309.4626,-1143.2018,no,no
1430.6157,-1147.0342,no,no
131.75995,1483.1688,no,no
-591.8851,150.12943,no,no
-564.28204,1353.2557,no,no
1374.7961,111.056656,go,no
-3459.571,-712.64905,no,no
977.39764,-600.5791,no,no
179.95184,-1443.0918,no,no
-514.9041,838.1141,no,no
-821.78253,928.78424,yes,no
18.090033,1800.0145,no,no
-268.99786,1941.5984,go,no
-473.03546,-625.61536,no,no
385.40497,-1005.55066,no,no
-287.89337,-626.6908,no,no
-141.39288,-689.9923,no,no
-1008.7918,450.03806,no,no
-30.645319,65.386604,go,no
-471.43585,1835.5834,no,no
2212.0325,-916.41656,no,no
-135.51886,-989.5956,no,no
-1127.7649,-1707.5847,no,no
1404.5195,181.95856,no,no
-1324.7112,1053.359,no,no
-1719.9666,-1044.2562,no,no
934.33075,58.59299,no,no
340.5334,-395.35208,no,no
-82.37139,64.38676,no,no
2522.5562,-116.05161,no,no
-195.65411,-160.58453,no,no
-552.8294,2151.578,no,no
2129.1077,-728.18,no,no
-2201.8162,1334.9518,no,no
140.59198,-550.41144,no,no
-1684.7854,838.5298,no,no
-1423.2756,-249.72803,go,no
500.67694,-357.97128,go,no
-456.58722,-289.1903,no,no
898.60614,-1417.5171,no,no
-2578.2942,1843.7466,no,no
543.2885,-1202.7972,no,no
660.51215,-489.23688,go,no
-805.04083,-527.26294,no,no
399.2292,90.03956,no,no
2068.8213,93.26129,down,no
-1462.138,130.65343,up,no
267.79755,-1227.292,no,no
-810.9388,-1732.2305,no,no
2033.5,-403.93716,no,no
1093.324,95.83482,no,no
3.9030218,-1069.831,no,no
-477.41974,-1067.1519,no,no
-1957.0803,376.1463,no,no
-1059.6736,994.7309,no,no
-4308.6333,156.13422,left,no
-2381.0881,-99.60844,no,no
252.68915,1074.7196,no,no
-195.42609,67.27743,go,no
2155.2625,-511.03876,no,no
1200.2168,-1364.3226,go,no
1383.8745,1156.6207,no,no
515.3383,45.31191,right,no
-567.16095,-478.41907,no,no
452.18622,272.90894,no,no
104.34443,-518.8723,no,no
-277.81036,-1258.4049,go,no
1954.5308,51.7293,no,no
1409.7683,255.28398,no,no
-1941.4124,1118.7081,no,no
-1798.1111,17.1168,yes,no
-338.4461,204.4117,no,no
1103.7085,60.49018,no,no
-820.2708,471.5963,no,no
-342.82355,-564.5146,no,no
1086.48,-690.126,no,no
-505.18927,891.5276,no,no
985.143,77.183754,yes,no
538.3066,-85.97112,no,no
1012.08026,585.91223,no,no
3098.5598,-355.53918,no,no
1876.4358,79.49146,no,no
-1491.9592,-1137.7772,no,no
591.1457,52.22989,go,no
-1425.2502,1503.9481,no,no
-1599.2722,51.43614,up,no
-2541.0247,1222.271,no,no
301.98798,-509.29395,down,no
-94.08526,46.796963,go,no
14.337592,-870.60126,no,no
-1336.2727,-366.81235,no,no
-327.15265,499.49472,no,no
-85.8294,789.2345,no,no
1337.365,-669.1431,no,no
-2254.4456,-686.6154,no,no
1224.0286,-286.88492,no,no
808.5175,-1376.1393,no,no
233.52606,-454.80646,no,no
938.23724,78.545456,go,no
559.2939,-461.7987,go,no
379.72235,1041.6787,no,no
-2314.8772,1492.2418,no,no
2514.8296,441.33276,no,no
866.2812,-812.4843,no,no
-137.06476,-1598.8141,no,no
-34.47735,1364.1414,no,no
1020.85223,92.896484,no,no
189.57147,1458.7368,no,no
1815.3994,-614.58997,no,no
-446.93927,1808.8966,no,no
-694.4329,-228.63824,no,no
-3074.4583,1267.165,no,no
2876.9172,-906.25104,down,no
90.2541,2397.3523,no,no
-1422.8518,-1266.1638,no,no
-1415.1609,-759.4655,no,no
-1699.5417,1554.2648,no,no
-218.11798,1068.11,no,no
-1657.0491,-661.8223,no,no
430.7824,436.77206,no,no
933.49554,84.9354,up,no
-2020.531,1088.5408,no,no
2800.4812,335.724,no,no
-252.73419,414.51212,no,no
-979.8304,-2046.08,no,no
603.74066,974.56085,no,no
-2502.1165,1631.7308,go,no
609.0036,1373.2202,no,no
-1356.8967,-1163.5156,down,no
-9.009576,-1391.7572,no,no
2021.8789,837.9553,down,no
2371.616,-207.03708,no,no
10.469428,67.3596,go,no
-337.7381,970.821,no,no
126.92353,-1112.601,no,no
-666.26154,-486.04218,no,no
854.06146,-720.51843,no,no
-1706.5789,254.93819,no,no
-1285.3938,-1167.8026,no,no
1759.9946,1438.0693,no,no
-496.38165,-495.99097,no,no
-2141.9475,1402.4272,no,no
-1156.8289,-1147.7153,no,no
-846.90704,1176.8646,no,no
-1282.1536,-2076.4045,no,no
-1083.988,1497.11,no,no
217.53241,1770.1531,no,no
529.0534,-936.92883,no,no
690.5517,91.498245,up,no
237.13397,-1001.1813,no,no
-705.59406,-588.3949,no,no
-1628.3206,-577.48047,no,no
1586.6223,153.39989,down,no
-930.9422,-1487.7152,no,no
2650.0398,982.646,no,no
-127.10381,-813.19147,no,no
-1393.9114,56.3885,yes,no
1155.1243,55.797115,no,no
-348.7874,-200.43481,no,no
-629.02277,101.174286,no,no
1447.9045,-660.3557,no,no
864.5046,1784.3861,no,no
1355.1453,-248.9177,no,no
1100.1721,342.84827,no,no
-266.7591,-842.03186,no,no
619.1933,-257.3185,no,no
-1984.0422,-1287.0153,no,no
61.746284,-1636.6665,no,no
-2416.1438,-93.39379,no,no
-62.390434,-637.8479,no,no
-64.71465,799.39386,go,no
-1537.5583,-1381.7037,no,no
450.4992,266.42834,no,no
-718.9368,-340.44138,no,no
760.184,1632.6458,no,no
-340.66486,54.156544,no,no
207.86346,-286.55435,down,no
752.16156,-896.70416,no,no
2777.882,42.33753,no,no
723.0739,758.2414,no,no
1740.0339,157.667,no,no
-1381.0471,-1767.1619,no,no
2071.4478,-394.84546,no,no
-1824.9851,542.6108,no,no
-2632.673,1393.9828,no,no
668.384,24.8221,down,no
1210.2327,89.295685,yes,no
-313.34552,-1258.4382,no,no
-613.3465,992.8622,no,no
2025.4082,402.35486,no,no
-2493.6208,82.177284,go,no
1264.0847,-301.00134,no,no
869.11053,55.10118,right,no
-2798.5564,-1063.6147,no,no
403.2326,2274.5068,no,no
-612.5784,1305.6989,no,no
-1167.3904,-1706.1173,no,no
-465.80695,-829.49445,no,no
-544.9725,1931.4493,no,no
-1155.3103,1493.188,no,no
-2790.9045,407.06522,no,no
630.5629,-21.410635,no,no
-524.42316,1119.5549,no,no
368.44208,1466.9655,no,no
-97.72344,-1163.8027,no,no
1404.5308,706.5248,no,no
-2408.8591,1323.1039,no,no
-352.79376,1781.517,no,no
-1305.2957,-1040.4758,down,no
2272.877,-432.79053,no,no
507.62762,-572.15,go,no
-31.260553,-381.0427,no,no
1647.0588,263.5549,no,no
-283.17218,1873.4066,no,no
-1748.8064,1126.6761,no,no
2790.6729,203.62074,no,no
546.6523,-1102.7921,no,no
711.165,1632.4807,no,no
1047.2676,-449.00208,no,no
-1556.1951,-1913.5853,no,no
-1155.6912,-1230.0863,no,no
1861.6956,-287.30215,no,no
-208.81622,857.31354,no,no
-214.48419,-1651.3717,no,no
-1587.7742,-625.8542,no,no
-0.97441965,620.38965,no,no
-619.6385,263.5721,down,no
-87.81719,2109.355,no,no
6.3537054,82.01106,no,no
948.2404,1233.5068,right,no
-1727.5813,-1558.2119,no,no
-1372.4133,677.81177,no,no
-142.12726,-1000.43823,no,no
-335.76935,1005.2133,no,no
-564.1082,1371.4268,no,no
-516.20197,349.75696,no,no
117.69404,-400.149,down,no
-2128.661,-818.6606,no,no
-341.81622,1476.9957,no,no
967.0468,-348.70425,no,no
25.223333,-786.43756,no,no
-785.8084,1448.2894,no,no
1640.5093,-75.56669,go,no
-701.99396,-190.88223,no,no
-1005.3426,388.75003,no,no
-293.07697,-593.452,no,no
-1553.6907,-351.9745,no,no
153.56854,-869.88995,no,no
-1413.0662,469.08585,down,no
941.73846,1200.5151,no,no
-1450.9031,1492.8925,no,no
135.78046,377.67688,no,no
311.17694,92.655426,no,no
-345.81476,1201.214,no,no
225.75018,-695.0415,no,no
432.9572,-720.91547,no,no
213.84296,104.69382,no,no
905.28827,-1481.4426,no,no
1340.6902,-914.6066,no,no
-1393.3406,1912.6016,no,no
-1711.3801,374.563,no,no
-1394.8381,40.590233,yes,no
1068.1743,-948.7733,no,no
1219.0764,65.59525,down,no
-2783.0056,10.412447,left,no
-2833.7078,-119.02416,no,no
-51.9168,1707.4535,no,no
-1975.9895,563.0116,no,no
191.2575,-709.0294,down,no
-1368.0745,-115.17922,no,no
39.535835,-700.7925,no,no
-521.99493,-161.46713,no,no
3291.379,1086.5405,no,no
722.7631,1313.7994,no,no
726.05707,82.204315,no,no
-1515.5461,-840.89734,no,no
369.54755,-1366.7806,no,no
-704.805,57.300076,no,no
92.18476,-1629.2485,no,no
-13.584771,76.86468,go,no
386.43524,-1262.0746,no,no
-1794.6038,1096.7156,down,no
-470.7845,1362.2931,no,no
1074.9204,-441.89526,no,no
428.76044,1303.5569,no,no
1247.7258,-88.64098,no,no
-615.3807,-72.56675,no,no
-2660.1853,1047.6626,no,no
698.8808,377.48837,no,no
1324.5859,-303.44632,no,no
-1525.9714,-291.67648,down,no
161.60907,1377.5194,no,no
173.40009,1641.876,no,no
845.8813,-1284.743,no,no
-909.0457,1958.6433,no,no
-2134.9753,1839.3159,no,no
-240.8045,1700.3187,no,no
-226.79767,1233.658,no,no
494.425,1291.1011,no,no
952.36346,946.5977,no,no
1126.5046,950.24304,down,no
-1149.8064,-1720.8219,no,no
-463.7132,-1165.1086,down,no
179.17157,1829.1984,no,no
-567.67365,-1111.1274,no,no
-1329.655,485.73447,no,no
